,fare_prediction
0,11.323470377140788
1,11.522939225176923
2,11.03743932439486
3,11.09845436821123
4,11.503504101888485
5,11.51953546447837
6,11.043003133534343
7,11.39133887625974
8,11.573495716332435
9,11.49334690235937
10,11.55871480280464
11,11.667340065504224
12,11.363302570244825
13,11.847468685308614
14,11.132877303106438
15,11.311580924820955
16,11.055796630082162
17,12.202127105564287
18,11.234782777856278
19,11.255641275278427
20,11.262906260547515
21,11.203390208687063
22,11.458863024888654
23,11.138238312142335
24,11.183510477419421
25,11.21794707292738
26,11.648031916472812
27,11.282247900215047
28,11.041982804625718
29,12.055188217816124
30,11.339646341057561
31,11.225242992503265
32,11.65198540823464
33,11.389441409085654
34,11.612085692001381
35,11.555936968201852
36,10.967873652597879
37,11.26506609808026
38,11.382713498415109
39,11.081299786326325
40,11.182798291043216
41,11.085492493720773
42,11.299430672731585
43,11.497959129945663
44,11.135044581518024
45,11.06958856807033
46,11.288596061464201
47,11.338506665588001
48,11.939383691326965
49,11.028998302417829
50,11.35734995714256
51,11.873994731419863
52,11.419356047453784
53,11.299249678189025
54,11.675309360282098
55,11.042293715295337
56,11.081188886610414
57,11.163958043132352
58,11.042533058989434
59,11.277960460554786
60,11.062161658843564
61,11.478551806504516
62,11.439967930387331
63,11.490387763432873
64,11.051744661988316
65,11.293711344083759
66,11.41585848853931
67,11.503263675312155
68,11.558627455311818
69,11.387514380773716
70,11.309335293544342
71,11.799588025205042
72,11.481960570794913
73,11.24993267188359
74,11.006460893378774
75,11.486374190558172
76,11.863187025607592
77,11.337860806613913
78,11.78280541845333
79,11.081876822363132
80,11.192640911152363
81,11.531350219959384
82,11.40695554404214
83,11.40877363066297
84,11.554216891258985
85,11.638747382697801
86,11.326053547490341
87,11.092084665778522
88,10.939504468605083
89,11.153119209113807
90,11.189763033372321
91,11.313374549778487
92,11.017930768967258
93,11.121145337207832
94,11.77462115652336
95,11.246055780795064
96,11.03041174418782
97,11.583152996840273
98,11.739238667869028
99,11.347743435333536
100,11.412886554164576
101,11.470103983012201
102,11.079171961303661
103,11.121124679234818
104,11.540591754199781
105,11.31486406592997
106,11.31636920046437
107,11.100842422966357
108,11.760934465664208
109,10.944861181968742
110,11.362184773254272
111,11.511910635928226
112,10.977687764180837
113,11.533010264108386
114,11.478103884008185
115,11.659710852955087
116,11.894238317633002
117,11.172279452807686
118,11.647696189570508
119,10.974054804358476
120,11.083922559331375
121,11.294998659425243
122,11.45820867798896
123,10.937815838482464
124,11.614888326443381
125,11.08650818747278
126,11.198765904178188
127,11.434983195952597
128,11.546107853036133
129,11.2976591119048
130,11.355866390959081
131,11.679744956604777
132,11.554204367193968
133,11.273539555410375
134,11.079318345967472
135,11.148983530370138
136,11.237462258766216
137,11.566904802688658
138,11.416567363047012
139,11.087169874393256
140,11.699702098488734
141,11.317901742810493
142,11.420942480329389
143,12.120907749960589
144,11.420294421886876
145,11.780368622566195
146,11.56974470496905
147,11.198688523160792
148,11.401102904363992
149,11.578672888796408
150,11.507005813913159
151,11.640273216870542
152,11.766712017386384
153,11.907770925305414
154,11.70323352499806
155,11.807236512401639
156,11.24668191112195
157,11.44063463323649
158,11.356129914265251
159,11.27778946113946
160,11.073773130189092
161,11.214122716161835
162,11.084082975050023
163,11.170385543232744
164,11.496739612576132
165,10.992326253475257
166,11.44243086669451
167,11.401009238705752
168,11.333638450326896
169,11.524325389590281
170,11.206360727869196
171,11.323272107005682
172,11.354872477875706
173,11.279667877297374
174,11.586911479859527
175,11.394866917019131
176,10.943151632466233
177,11.412727414440727
178,11.148558935658192
179,11.298728742792383
180,10.997087107845523
181,11.64502819822749
182,11.34302638207337
183,11.62708889320431
184,11.2723533036564
185,10.960802928171672
186,11.06594593409019
187,11.336212536228588
188,11.605671432963504
189,11.709727504814513
190,11.45070310186992
191,11.643535760413394
192,11.224994529998332
193,11.07829284877382
194,11.421132429884688
195,11.52608933741513
196,10.991650732264574
197,11.086932678413481
198,11.051763795897235
199,11.048884807118567
200,11.295117203289948
201,11.514184396828012
202,11.565343054789224
203,11.241907974501771
204,11.348783276036569
205,11.91683918056721
206,11.643954367624053
207,11.30144232344681
208,10.91039425982841
209,11.33726330226856
210,11.378823372549112
211,11.074541389999267
212,11.121024469946468
213,11.641866163292358
214,11.944291203001443
215,11.227393932607681
216,11.990297604554595
217,11.351385923469648
218,11.515312344856257
219,11.358941336097784
220,11.026160383343104
221,11.612888233703197
222,11.24641120521124
223,11.507215561149719
224,11.19191425018291
225,11.005843956711992
226,11.17738519046454
227,11.247479859226777
228,11.072690079770474
229,10.971068476876196
230,11.305814418148307
231,11.873260620495174
232,11.490974567924447
233,11.03489550766574
234,11.791717717001777
235,11.35870253743141
236,10.944676503855971
237,11.013707647654009
238,11.304828075061376
239,11.945248038642639
240,11.331330275591688
241,11.418179281318217
242,11.043357569736658
243,11.331291663616415
244,11.124776588643776
245,11.229462080295015
246,11.139376733898828
247,11.141743030413702
248,11.348286074763811
249,12.169790849508193
250,11.389429508157791
251,11.225442952700496
252,11.960896149306341
253,11.221899476356297
254,11.30595466747953
255,11.16030925590067
256,11.555080645568834
257,11.325539133386854
258,11.098119976634377
259,11.350494181100522
260,11.246985643149438
261,11.53403884397695
262,11.129689641425943
263,11.516100726869587
264,11.547074795417732
265,11.704104647777347
266,11.225141949156125
267,11.203756924601176
268,11.089862528542369
269,11.856020483612175
270,11.657643658448318
271,11.205713630159453
272,11.37480375259762
273,10.870994187191366
274,10.832806780746143
275,11.320952460522157
276,11.499354556344795
277,11.346217260018744
278,11.521094696162336
279,11.582966734560232
280,11.497070641856302
281,11.255122107526796
282,11.529924969331924
283,11.406022110177673
284,11.375384758222326
285,11.314076963895944
286,11.157309970501078
287,11.540813785289044
288,11.415729271405292
289,11.289617845299542
290,11.441696526150993
291,11.120549685735243
292,11.707396174374354
293,11.732544433845582
294,11.369448498500429
295,11.552400254647294
296,11.395433804893422
297,11.037922448731775
298,11.286151233397803
299,11.625871965836934
300,11.15252832036163
301,11.349715268355991
302,11.6569481663791
303,12.266507037832357
304,11.229770362114683
305,11.41706158071858
306,11.185667002090362
307,11.495770735772709
308,11.698138535652783
309,11.330212630553678
310,10.904219785738611
311,11.166261018943462
312,11.228930613251801
313,11.347345563341442
314,11.265369281279074
315,10.954564402433087
316,11.265098141701852
317,11.409523409908545
318,11.15609293615775
319,11.09335047734703
320,11.146086535846743
321,11.328868507302861
322,11.281140342510193
323,11.04292459422881
324,11.35703624554648
325,11.613455531661371
326,11.204961104792698
327,11.038167399160985
328,11.71189356402614
329,11.108674447490296
330,11.28826523264141
331,11.22253005201879
332,10.903692484026871
333,11.103167762458
334,11.581155576791526
335,11.306566380618106
336,11.52011527294707
337,11.250882781166649
338,11.388336055876824
339,11.098661502161209
340,11.433414182955866
341,11.540145791768737
342,11.367158061236925
343,11.675650510400898
344,11.209229177306378
345,11.137349819220896
346,11.152483736171861
347,11.211734023512431
348,11.179565388426763
349,11.854114332212797
350,11.310277272499794
351,11.051431259464046
352,11.148156209179682
353,11.36520716540336
354,11.334345549083896
355,11.169867448785704
356,11.746416347783931
357,11.330158705464799
358,11.623246172358181
359,11.157163789461157
360,11.487216971723916
361,11.216346616993814
362,11.384809963954005
363,11.130823390844292
364,11.396745585499032
365,11.52427619665782
366,11.384232745634154
367,11.636761898666482
368,11.137790128842683
369,11.370613326712048
370,12.16789787942823
371,11.295558236994449
372,11.686715380737077
373,11.225362352381294
374,11.21786452680073
375,11.218402470255079
376,11.190868374210181
377,12.240780481546167
378,11.363949549618503
379,11.399059931588214
380,11.021017192328014
381,10.979263064831741
382,11.033923810709636
383,11.046888935770674
384,11.173311259851426
385,11.271380067533583
386,11.27398156568199
387,11.39234665867283
388,11.334855063123866
389,10.934037213035275
390,11.37980657868309
391,12.0520628073315
392,11.531690858913592
393,11.272588434266439
394,11.370976147797549
395,11.492027125083464
396,11.626720872426702
397,12.034948131227672
398,11.42053663811541
399,11.206033503374742
400,11.064654714882446
401,11.779397800312502
402,11.08072712609508
403,11.255123020417004
404,11.210845142694371
405,11.209264298979562
406,11.527590031142672
407,11.250143705991114
408,11.451884700948305
409,10.969465138051117
410,11.498196576787262
411,11.01427678878925
412,11.316002758030113
413,11.799554227455676
414,11.828962660397268
415,11.689974078621102
416,11.774817272897359
417,11.198434038167479
418,11.064361259129685
419,11.697081455168297
420,11.551660699646359
421,11.330725111759465
422,11.23178535369175
423,11.394759144643407
424,11.596996130774748
425,11.336770990334125
426,10.988496975839885
427,11.499482884712767
428,11.154600054961296
429,11.063248823010726
430,11.111761609603679
431,11.374872941826759
432,11.313946540233674
433,11.490988143312865
434,11.274533357861051
435,11.183245925032379
436,11.642426385204642
437,11.138278660556178
438,11.253863944817008
439,11.512329132557593
440,11.281086469513609
441,11.426321679692409
442,11.337418295398605
443,11.434277571959981
444,11.126161386965848
445,11.569512881659596
446,11.516080586684184
447,11.265701399983245
448,11.586404452744098
449,11.371505567153493
450,11.077992845644738
451,11.276360208967482
452,11.857659647998528
453,11.526722244901555
454,11.505321293575049
455,11.475398820148913
456,11.600882513856378
457,11.723569938242747
458,11.442755333892892
459,11.108491088038342
460,11.00120349005223
461,11.234181182390929
462,11.739581256850851
463,11.757686776697527
464,11.227019855163974
465,11.478144750113001
466,11.251855442055016
467,12.206057446277454
468,11.502395717863351
469,11.453221258695454
470,11.345279168606151
471,11.273196638718671
472,11.270901095098205
473,11.206559052362902
474,11.213868691071502
475,11.680179333049603
476,10.89175321790227
477,11.18080352489719
478,11.632633825681605
479,10.893706512663483
480,10.961062652623188
481,11.137503274821869
482,11.419671199468086
483,11.722302494311194
484,11.740688198686911
485,10.911099598215563
486,11.260739611277415
487,11.030150995212015
488,11.42509987168109
489,11.38154741602441
490,11.520586706183533
491,11.18369563002784
492,11.199925528218323
493,11.54350496821954
494,11.414900019419182
495,11.32965425166646
496,11.376003756973223
497,11.353791956639927
498,11.305872064547415
499,11.705195703625593
500,11.55235608499161
501,11.526099832964873
502,11.271486316829135
503,11.15905764279217
504,11.154095516276724
505,11.317308120732346
506,11.312824250823594
507,11.091874261159262
508,11.483588438007809
509,11.07973864125481
510,11.655753690190927
511,11.045385027284652
512,11.413132374392633
513,11.039772631979444
514,11.28049448579225
515,11.229900169291378
516,11.165235011855714
517,10.952248708765126
518,11.35494437163111
519,11.155067964192632
520,11.839417971995854
521,10.948185828521703
522,11.306997676162425
523,11.184401356336911
524,11.404587477486094
525,11.331896596621881
526,11.056468458348915
527,11.292387444190686
528,11.484276463043958
529,11.453502187653914
530,11.721449146951581
531,11.642507184434388
532,11.578786903725742
533,11.564376304884295
534,11.647215338907177
535,11.514490275387283
536,11.808068393271698
537,11.1817073977275
538,11.067371738374902
539,11.762102666536514
540,11.637205096812519
541,11.405577642760274
542,11.147541991742774
543,11.045329543237116
544,11.49192018660532
545,11.013935402298907
546,11.410350816924646
547,11.448743796092737
548,11.273550332951181
549,10.959649592534467
550,11.344418777714704
551,11.440165636286721
552,11.45876012669374
553,11.231716102243219
554,11.341710504536572
555,11.470892050015904
556,11.006438224659766
557,11.249817010965598
558,11.339235016690166
559,11.207034410195133
560,11.497470817800117
561,11.572725350672465
562,11.323461336573754
563,11.181887581924435
564,11.37639810449659
565,11.465031362183767
566,11.301044162094806
567,11.282544524953245
568,11.24442358719171
569,11.611939732907203
570,11.309848795799152
571,11.668552024001272
572,11.220569584534784
573,11.076425116098228
574,11.244353104036428
575,11.300986961555509
576,11.575197893280638
577,11.362531615562032
578,11.385835449725967
579,11.616003724031835
580,11.472339065909459
581,11.638304333414276
582,11.309127392153453
583,11.380666969786661
584,11.281094011688701
585,11.660605330347641
586,11.73064117224282
587,11.673082337642352
588,11.480074920507727
589,11.194913410416355
590,11.257942006812764
591,11.025895715558056
592,11.415937757148711
593,11.268312458283429
594,11.321206057951725
595,11.32467225785377
596,11.444597186137965
597,10.94022233278142
598,11.106027706892885
599,11.878145724924753
600,11.367919902411183
601,10.96477298323527
602,11.503953751507007
603,11.417958532117266
604,11.005653600838253
605,11.139972437960797
606,11.099117225753375
607,11.049887159563374
608,11.010916223019091
609,11.10863184577822
610,11.113195519641618
611,11.212050862997913
612,11.301570938649833
613,11.403104190588223
614,11.273927351272665
615,11.14011955760092
616,11.55333977033331
617,11.276567210132612
618,11.218282850357282
619,11.78724392016342
620,11.111403174600019
621,11.460181468422991
622,11.32042067267256
623,11.455657085523418
624,11.327779760952476
625,11.243590381702628
626,11.187928150336495
627,11.19274215214492
628,11.043637358497545
629,11.250672660775852
630,11.32724209563368
631,11.200235263846883
632,11.852401011212008
633,11.76753007828795
634,11.356450564388787
635,11.64818402378615
636,11.4242455292887
637,11.62413981883859
638,11.357050677005322
639,10.983129174983748
640,11.313869137673626
641,11.672262461222095
642,11.45573294470155
643,11.566141188737669
644,11.184303236114236
645,11.410072672135371
646,11.300890677589367
647,11.308898054664732
648,11.477234071147992
649,11.27205129793169
650,11.24059349689691
651,11.73363143444884
652,11.470150300807447
653,11.232123705494326
654,11.008089147278266
655,11.598015827431976
656,11.197773613194665
657,11.690748159832635
658,11.266878929770764
659,10.967773141984884
660,11.512558609735631
661,11.437480076173784
662,10.897808004790173
663,11.687177177481772
664,11.865749394237731
665,11.44806073252024
666,11.269685544611157
667,11.35866041075015
668,11.68553746528972
669,11.664246624785228
670,11.167785849607938
671,11.491820509043162
672,11.219284240586207
673,11.564835139557596
674,11.130262395914471
675,11.252910343798007
676,11.546647225236407
677,11.664837033522964
678,11.253634308605696
679,11.315165301607179
680,10.962506850329099
681,11.587118124485391
682,11.254106773152683
683,11.21482247378947
684,11.271196698979308
685,11.168323064868403
686,11.238904823113918
687,11.125659259504594
688,17.837484943547672
689,10.998887215137716
690,11.472551376219803
691,11.500141602507066
692,11.374207993068039
693,11.297106403872464
694,11.75579146397092
695,11.280304155316157
696,11.147569482940547
697,10.99191159037243
698,11.036602095843662
699,11.451988837081922
700,11.32242648535596
701,11.112775985179622
702,11.431121001166545
703,11.089666317050117
704,11.145914329592621
705,11.826459579759128
706,11.105666877397999
707,11.228936851431518
708,11.471764293639335
709,11.288644138579183
710,11.399550449825435
711,11.168801074927254
712,11.152033655601926
713,11.539191140803819
714,11.56023822689465
715,11.360716487411805
716,11.454188810871992
717,11.107736098196124
718,11.37489814420907
719,11.166757752755627
720,11.519789664442907
721,11.125559214811062
722,11.484403268288217
723,11.92416368904213
724,11.175340517957023
725,11.454061714870104
726,11.452450386182678
727,11.14601917379019
728,11.513116424386453
729,11.400698687598938
730,11.121187946931332
731,11.513538038452511
732,11.702801620571146
733,11.34645037016807
734,11.164278416480299
735,11.76030679338003
736,11.293614409403913
737,11.774348085743389
738,11.177223066188713
739,11.742022544796326
740,11.607544391073237
741,11.27059323427834
742,11.774761639583724
743,11.29126383605219
744,11.145330977761562
745,11.285637929615852
746,11.741980961886938
747,11.0295445194476
748,11.43465616578244
749,11.471905578198152
750,11.494267755101044
751,11.581414305092373
752,10.917352696010234
753,11.375587145492904
754,11.832652630966217
755,11.98400838732106
756,11.912295824992459
757,10.924402479607128
